Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
ATL-OAJ,Atlantic Southeast Airlines,CANADAIR,399,NC,-77.6121368408,Albert J Ellis,34.8291625977,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,228,Jacksonville,Atlanta
BOI-SEA,Alaska Airlines Inc.,MCDONNELL DOUGLAS,399,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-116.22277832,Boise Air Terminal,ID,43.5644454956,122,Seattle,Boise
BOS-DCA,Atlantic Southeast Airlines,BOMBARDIER INC,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,90,Arlington,Boston
BOI-SEA,Southwest Airlines Co.,BEECH,399,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-116.22277832,Boise Air Terminal,ID,43.5644454956,10,Seattle,Boise
BOI-SEA,Alaska Airlines Inc.,BOEING,399,ID,-116.22277832,Boise Air Terminal,43.5644454956,-122.309310913,Seattle-Tacoma Intl,WA,47.4489822388,22,Boise,Seattle
BOS-DCA,US Airways Inc.,BOEING,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,2,Arlington,Boston
BOS-DCA,US Airways Inc.,AIRBUS,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,9165,Arlington,Boston
BOI-SEA,Southwest Airlines Co.,BOEING,399,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-116.22277832,Boise Air Terminal,ID,43.5644454956,1957,Seattle,Boise
BOI-SEA,Southwest Airlines Co.,CESSNA,399,ID,-116.22277832,Boise Air Terminal,43.5644454956,-122.309310913,Seattle-Tacoma Intl,WA,47.4489822388,3,Boise,Seattle
BOS-DCA,Comair Inc.,CANADAIR,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,1606,Arlington,Boston
BOS-DCA,Comair Inc.,BOMBARDIER INC,399,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,2380,Boston,Arlington
BOS-DCA,Atlantic Southeast Airlines,CANADAIR,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,10,Arlington,Boston
BOS-DCA,American Eagle Airlines Inc.,EMBRAER,399,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,2918,Arlington,Boston
GSO-JAX,Comair Inc.,BOMBARDIER INC,399,FL,-81.6878585815,Jacksonville International,30.4940547943,-79.9372940063,Piedmont Triad International,NC,36.0977478027,1,Jacksonville,Greensboro
CAE-IAD,Mesa Airlines Inc.,CANADAIR,401,SC,-81.1195373535,Columbia Metropolitan,33.9388389587,-77.4558105469,Washington Dulles International,VA,38.9445304871,1510,Columbia,Chantilly
CAE-IAD,Mesa Airlines Inc.,BOMBARDIER INC,401,SC,-81.1195373535,Columbia Metropolitan,33.9388389587,-77.4558105469,Washington Dulles International,VA,38.9445304871,1349,Columbia,Chantilly
CLE-MSN,Expressjet Airlines Inc.,EMBRAER,402,WI,-89.3375167847,Dane County Regional,43.1398582458,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,612,Madison,Cleveland
LGB-RNO,Expressjet Airlines Inc.,EMBRAER,402,NV,-119.768066406,Reno/Tahoe International,39.4985771179,-118.151611328,Long Beach (Daugherty ),CA,33.8177223206,912,Reno,Long Beach
HLN-SLC,Skywest Airlines Inc.,CANADAIR,402,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-111.982749939,Helena Regional,MT,46.6068191528,311,Salt Lake City,Helena
MDW-PIT,Southwest Airlines Co.,BOEING,402,IL,-87.7524261475,Chicago Midway,41.7859840393,-80.2328720093,Pittsburgh International,PA,40.4914665222,4011,Chicago,Pittsburgh
MDW-PIT,Southwest Airlines Co.,CESSNA,402,PA,-80.2328720093,Pittsburgh International,40.4914665222,-87.7524261475,Chicago Midway,IL,41.7859840393,7,Pittsburgh,Chicago
HLN-SLC,Skywest Airlines Inc.,BOMBARDIER INC,402,MT,-111.982749939,Helena Regional,46.6068191528,-111.977775574,Salt Lake City Intl,UT,40.7883872986,2113,Helena,Salt Lake City
MCI-ORD,American Airlines Inc.,MCDONNELL DOUGLAS,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,2147,Chicago,Kansas City
MCI-ORD,American Airlines Inc.,PIPER,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,9,Chicago,Kansas City
MCI-ORD,Skywest Airlines Inc.,BOMBARDIER INC,403,MO,-94.7139053345,Kansas City International,39.2976036072,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,183,Kansas City,Chicago
MCI-ORD,United Air Lines Inc.,AIRBUS,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,418,Chicago,Kansas City
MCI-ORD,American Airlines Inc.,CESSNA,403,MO,-94.7139053345,Kansas City International,39.2976036072,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,55,Kansas City,Chicago
MCI-ORD,Mesa Airlines Inc.,CANADAIR,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,6,Chicago,Kansas City
MCI-ORD,Mesa Airlines Inc.,BOMBARDIER INC,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,550,Chicago,Kansas City
MCI-ORD,American Airlines Inc.,BOEING,403,MO,-94.7139053345,Kansas City International,39.2976036072,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,4,Kansas City,Chicago
MCI-ORD,United Air Lines Inc.,BOEING,403,MO,-94.7139053345,Kansas City International,39.2976036072,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2307,Kansas City,Chicago
CLE-TYS,Expressjet Airlines Inc.,EMBRAER,403,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,996,Knoxville,Cleveland
ATL-MCO,AirTran Airways Corporation,BOEING,403,FL,-81.3160247803,Orlando International,28.4288883209,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,8996,Orlando,Atlanta
ATL-MCO,Atlantic Southeast Airlines,CANADAIR,403,FL,-81.3160247803,Orlando International,28.4288883209,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,1,Orlando,Atlanta
ATL-MCO,Delta Air Lines Inc.,BOEING,403,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-81.3160247803,Orlando International,FL,28.4288883209,9779,Atlanta,Orlando
ATL-MCO,Delta Air Lines Inc.,MCDONNELL DOUGLAS,403,FL,-81.3160247803,Orlando International,28.4288883209,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,372,Orlando,Atlanta
CVG-MEM,Atlantic Southeast Airlines,BOMBARDIER INC,403,TN,-89.9766693115,Memphis International,35.0424156189,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,1005,Memphis,Covington
CVG-MEM,Comair Inc.,CANADAIR,403,TN,-89.9766693115,Memphis International,35.0424156189,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,490,Memphis,Covington
CVG-MEM,Atlantic Southeast Airlines,CANADAIR,403,TN,-89.9766693115,Memphis International,35.0424156189,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,109,Memphis,Covington
MCI-ORD,American Airlines Inc.,BEECH,403,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-94.7139053345,Kansas City International,MO,39.2976036072,34,Chicago,Kansas City
MIA-TLH,Atlantic Southeast Airlines,CANADAIR,403,FL,-80.2905578613,Miami International,25.7932491302,-84.3503341675,Tallahassee Regional,FL,30.396528244,46,Miami,Tallahassee
MIA-TLH,Atlantic Southeast Airlines,BOMBARDIER INC,403,FL,-80.2905578613,Miami International,25.7932491302,-84.3503341675,Tallahassee Regional,FL,30.396528244,397,Miami,Tallahassee
MIA-TLH,American Eagle Airlines Inc.,EMBRAER,403,FL,-84.3503341675,Tallahassee Regional,30.396528244,-80.2905578613,Miami International,FL,25.7932491302,809,Tallahassee,Miami
CVG-MEM,Comair Inc.,BOMBARDIER INC,403,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-89.9766693115,Memphis International,TN,35.0424156189,659,Covington,Memphis
CAE-CVG,Comair Inc.,BOMBARDIER INC,404,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.1195373535,Columbia Metropolitan,SC,33.9388389587,268,Covington,Columbia
CAE-CVG,Comair Inc.,CANADAIR,404,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.1195373535,Columbia Metropolitan,SC,33.9388389587,210,Covington,Columbia
CLE-EWR,Continental Air Lines Inc.,BOEING,404,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-74.1686630249,Newark Intl,NJ,40.6924972534,4088,Cleveland,Newark
SMF-SNA,Southwest Airlines Co.,BOEING,404,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-121.590766907,Sacramento International,CA,38.6954231262,4737,Santa Ana,Sacramento
COS-ICT,Skywest Airlines Inc.,BOMBARDIER INC,404,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-97.4330444336,Wichita Mid-Continent,KS,37.6499595642,1,Colorado Springs,Wichita
CAE-CVG,Atlantic Southeast Airlines,BOMBARDIER INC,404,SC,-81.1195373535,Columbia Metropolitan,33.9388389587,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,1242,Columbia,Covington
SMF-SNA,Aloha Airlines Inc.,BOEING,404,CA,-121.590766907,Sacramento International,38.6954231262,-117.868225098,John Wayne /Orange Co,CA,33.6756591797,118,Sacramento,Santa Ana
SMF-SNA,Southwest Airlines Co.,CESSNA,404,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-121.590766907,Sacramento International,CA,38.6954231262,14,Santa Ana,Sacramento
CAE-CVG,Atlantic Southeast Airlines,CANADAIR,404,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.1195373535,Columbia Metropolitan,SC,33.9388389587,128,Covington,Columbia
CMH-PHL,Southwest Airlines Co.,CESSNA,405,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-82.8918838501,Port Columbus Intl,OH,39.9979858398,3,Philadelphia,Columbus
CMH-PHL,Southwest Airlines Co.,BOEING,405,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-75.2411422729,Philadelphia Intl,PA,39.8719520569,1931,Columbus,Philadelphia
DCA-DTW,Northwest Airlines Inc.,MCDONNELL DOUGLAS,405,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,58,Detroit,Arlington
MCI-MDW,Southwest Airlines Co.,BEECH,405,MO,-94.7139053345,Kansas City International,39.2976036072,-87.7524261475,Chicago Midway,IL,41.7859840393,14,Kansas City,Chicago
MCI-MDW,Southwest Airlines Co.,BOEING,405,IL,-87.7524261475,Chicago Midway,41.7859840393,-94.7139053345,Kansas City International,MO,39.2976036072,7566,Chicago,Kansas City
MCI-MDW,Southwest Airlines Co.,CESSNA,405,MO,-94.7139053345,Kansas City International,39.2976036072,-87.7524261475,Chicago Midway,IL,41.7859840393,3,Kansas City,Chicago
DCA-DTW,Northwest Airlines Inc.,BOEING,405,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,554,Detroit,Arlington
DCA-DTW,Northwest Airlines Inc.,AIRBUS,405,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,5347,Arlington,Detroit
PIH-SGU,Skywest Airlines Inc.,EMBRAER,405,ID,-112.595863342,Pocatello Regional,42.9113044739,-113.593055725,St George Muni,UT,37.0905838013,1,Pocatello,St George
CMH-PHL,Southwest Airlines Co.,BEECH,405,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-82.8918838501,Port Columbus Intl,OH,39.9979858398,2,Philadelphia,Columbus
DEN-JAC,United Air Lines Inc.,AIRBUS,406,WY,-110.737739563,Jackson Hole,43.6073226929,-104.666999817,Denver Intl,CO,39.8584098816,1334,Jackson,Denver
DEN-JAC,United Air Lines Inc.,BOEING,406,WY,-110.737739563,Jackson Hole,43.6073226929,-104.666999817,Denver Intl,CO,39.8584098816,385,Jackson,Denver
ATL-TPA,Atlantic Southeast Airlines,BOMBARDIER INC,406,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.5332489014,Tampa International,FL,27.9754714966,1,Atlanta,Tampa
ATL-TPA,AirTran Airways Corporation,BOEING,406,FL,-82.5332489014,Tampa International,27.9754714966,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,6776,Tampa,Atlanta
DEN-JAC,Mesa Airlines Inc.,DEHAVILLAND,406,WY,-110.737739563,Jackson Hole,43.6073226929,-104.666999817,Denver Intl,CO,39.8584098816,808,Jackson,Denver
ATL-TPA,Delta Air Lines Inc.,BOEING,406,FL,-82.5332489014,Tampa International,27.9754714966,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,7132,Tampa,Atlanta
ATL-TPA,Delta Air Lines Inc.,MCDONNELL DOUGLAS,406,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.5332489014,Tampa International,FL,27.9754714966,603,Atlanta,Tampa
BWI-DAY,AirTran Airways Corporation,BOEING,406,OH,-84.2193756104,James M Cox Dayton Intl,39.9023742676,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,1962,Dayton,Baltimore
DEN-JAC,Frontier Airlines Inc.,AIRBUS,406,WY,-110.737739563,Jackson Hole,43.6073226929,-104.666999817,Denver Intl,CO,39.8584098816,184,Jackson,Denver
OKC-SAT,Expressjet Airlines Inc.,EMBRAER,407,TX,-98.4697799683,San Antonio International,29.5336952209,-97.600730896,Will Rogers World,OK,35.3930892944,176,San Antonio,Oklahoma City
LAS-OAK,Aloha Airlines Inc.,BOEING,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,120,Oakland,Las Vegas
LAS-OAK,Mesa Airlines Inc.,BOMBARDIER INC,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,58,Oakland,Las Vegas
LAS-OAK,Mesa Airlines Inc.,CANADAIR,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,2,Oakland,Las Vegas
LAS-OAK,Southwest Airlines Co.,BEECH,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,3,Oakland,Las Vegas
LAS-OAK,US Airways Inc.,BOEING,407,NV,-115.152336121,McCarran International,36.0803604126,-122.220718384,Metropolitan Oakland International,CA,37.7212905884,77,Las Vegas,Oakland
LAS-OAK,US Airways Inc.,AIRBUS,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,313,Oakland,Las Vegas
LAS-OAK,Southwest Airlines Co.,BOEING,407,NV,-115.152336121,McCarran International,36.0803604126,-122.220718384,Metropolitan Oakland International,CA,37.7212905884,8530,Las Vegas,Oakland
LAS-OAK,Southwest Airlines Co.,CESSNA,407,CA,-122.220718384,Metropolitan Oakland International,37.7212905884,-115.152336121,McCarran International,NV,36.0803604126,14,Oakland,Las Vegas
DCA-MHT,US Airways Inc.,BOEING,407,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-71.4370574951,Manchester,NH,42.9345169067,571,Arlington,Manchester
DCA-MHT,US Airways Inc.,AIRBUS,407,NH,-71.4370574951,Manchester,42.9345169067,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,2,Manchester,Arlington
JAX-RDU,Expressjet Airlines Inc.,EMBRAER,408,FL,-81.6878585815,Jacksonville International,30.4940547943,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,326,Jacksonville,Raleigh
GRR-MSP,Northwest Airlines Inc.,MCDONNELL DOUGLAS,408,MI,-85.5227661133,Kent County International,42.880821228,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,1130,Grand Rapids,Minneapolis
DFW-JAN,American Eagle Airlines Inc.,BOMBARDIER INC,408,MS,-90.0758895874,Jackson International,32.311164856,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,2,Jackson,Dallas-Fort Worth
DFW-JAN,American Eagle Airlines Inc.,EMBRAER,408,MS,-90.0758895874,Jackson International,32.311164856,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,3647,Jackson,Dallas-Fort Worth
GRR-MSP,Northwest Airlines Inc.,AIRBUS,408,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-85.5227661133,Kent County International,MI,42.880821228,872,Minneapolis,Grand Rapids
BTV-BWI,AirTran Airways Corporation,BOEING,408,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-73.1503143311,Burlington International,VT,44.4730033875,1077,Baltimore,Burlington
JAX-RDU,American Eagle Airlines Inc.,EMBRAER,408,FL,-81.6878585815,Jacksonville International,30.4940547943,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,850,Jacksonville,Raleigh
DFW-JAN,American Eagle Airlines Inc.,SAAB-SCANIA,408,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-90.0758895874,Jackson International,MS,32.311164856,2,Dallas-Fort Worth,Jackson
BWI-DTW,Northwest Airlines Inc.,AIRBUS,408,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,657,Baltimore,Detroit
BWI-DTW,Northwest Airlines Inc.,BOEING,408,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,1130,Detroit,Baltimore
BWI-DTW,Northwest Airlines Inc.,MCDONNELL DOUGLAS,408,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,1684,Detroit,Baltimore
BWI-DTW,Southwest Airlines Co.,BEECH,408,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,1,Baltimore,Detroit
BWI-DTW,Southwest Airlines Co.,CESSNA,408,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,3,Baltimore,Detroit
BWI-DTW,Southwest Airlines Co.,BOEING,408,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,2647,Baltimore,Detroit
BNA-ORD,Mesa Airlines Inc.,BOMBARDIER INC,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,519,Nashville,Chicago
BNA-ORD,American Airlines Inc.,MCDONNELL DOUGLAS,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,306,Nashville,Chicago
BNA-ORD,American Airlines Inc.,PIPER,409,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-86.6781845093,Nashville International,TN,36.1244773865,1,Chicago,Nashville
BNA-ORD,American Eagle Airlines Inc.,BOMBARDIER INC,409,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-86.6781845093,Nashville International,TN,36.1244773865,2040,Chicago,Nashville
BNA-ORD,American Eagle Airlines Inc.,EMBRAER,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1499,Nashville,Chicago
BNA-ORD,Mesa Airlines Inc.,CANADAIR,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,211,Nashville,Chicago
ONT-TUS,Expressjet Airlines Inc.,EMBRAER,409,AZ,-110.94102478,Tucson International,32.1160850525,-117.601196289,Ontario International,CA,34.0559997559,946,Tucson,Ontario
BNA-ORD,Skywest Airlines Inc.,BOMBARDIER INC,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1269,Nashville,Chicago
BNA-ORD,Skywest Airlines Inc.,CANADAIR,409,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-86.6781845093,Nashville International,TN,36.1244773865,26,Chicago,Nashville
BNA-ORD,American Airlines Inc.,CESSNA,409,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-86.6781845093,Nashville International,TN,36.1244773865,7,Chicago,Nashville
BNA-ORD,American Airlines Inc.,BEECH,409,TN,-86.6781845093,Nashville International,36.1244773865,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2,Nashville,Chicago
BHM-STL,Southwest Airlines Co.,CESSNA,410,MO,-90.359992981,Lambert-St Louis International,38.7476882935,-86.7535476685,Birmingham International,AL,33.5629425049,2,St Louis,Birmingham
BUF-CVG,Comair Inc.,BOMBARDIER INC,410,NY,-78.732170105,Buffalo Niagara Intl,42.9405250549,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,168,Buffalo,Covington
BUF-CVG,Comair Inc.,CANADAIR,410,NY,-78.732170105,Buffalo Niagara Intl,42.9405250549,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,143,Buffalo,Covington
COS-SLC,Skywest Airlines Inc.,CANADAIR,410,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-111.977775574,Salt Lake City Intl,UT,40.7883872986,377,Colorado Springs,Salt Lake City
COS-SLC,Skywest Airlines Inc.,BOMBARDIER INC,410,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-111.977775574,Salt Lake City Intl,UT,40.7883872986,1770,Colorado Springs,Salt Lake City
BHM-STL,Southwest Airlines Co.,BOEING,410,AL,-86.7535476685,Birmingham International,33.5629425049,-90.359992981,Lambert-St Louis International,MO,38.7476882935,720,Birmingham,St Louis
CMH-STL,Southwest Airlines Co.,BEECH,410,MO,-90.359992981,Lambert-St Louis International,38.7476882935,-82.8918838501,Port Columbus Intl,OH,39.9979858398,2,St Louis,Columbus
CMH-STL,Southwest Airlines Co.,BOEING,410,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-90.359992981,Lambert-St Louis International,MO,38.7476882935,1329,Columbus,St Louis
GCC-SLC,Skywest Airlines Inc.,EMBRAER,410,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-105.539360046,Gillette-Campbell County,WY,44.3488998413,585,Salt Lake City,Gillette
ATW-CVG,Atlantic Southeast Airlines,CANADAIR,411,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-88.5194778442,Outagamie County Regional,WI,44.2574081421,2,Covington,Appleton
CVG-DCA,Atlantic Southeast Airlines,CANADAIR,411,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,1,Arlington,Covington
CVG-DCA,Comair Inc.,BOMBARDIER INC,411,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,1751,Arlington,Covington
CVG-DCA,Comair Inc.,CANADAIR,411,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,659,Covington,Arlington
CVG-DCA,Delta Air Lines Inc.,BOEING,411,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,473,Arlington,Covington
CVG-DCA,Delta Air Lines Inc.,MCDONNELL DOUGLAS,411,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,628,Arlington,Covington
MSP-SBN,Northwest Airlines Inc.,MCDONNELL DOUGLAS,411,IN,-86.3184738159,South Bend Regional,41.7089538574,-93.2169189453,Minneapolis-St Paul Intl,MN,44.8805465698,4,South Bend,Minneapolis
ATW-CVG,Comair Inc.,CANADAIR,411,WI,-88.5194778442,Outagamie County Regional,44.2574081421,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,502,Appleton,Covington
CVG-DCA,Atlantic Southeast Airlines,BOMBARDIER INC,411,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,50,Arlington,Covington
ATW-CVG,Comair Inc.,BOMBARDIER INC,411,WI,-88.5194778442,Outagamie County Regional,44.2574081421,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,808,Appleton,Covington
ATW-CVG,Atlantic Southeast Airlines,BOMBARDIER INC,411,WI,-88.5194778442,Outagamie County Regional,44.2574081421,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,40,Appleton,Covington
CMH-GRB,Skywest Airlines Inc.,CANADAIR,411,WI,-88.1295928955,Austin Straubel International,44.4850730896,-82.8918838501,Port Columbus Intl,OH,39.9979858398,1,Green Bay,Columbus
ORD-PIT,Skywest Airlines Inc.,CANADAIR,412,PA,-80.2328720093,Pittsburgh International,40.4914665222,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2,Pittsburgh,Chicago
ORD-PIT,United Air Lines Inc.,BOEING,412,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-80.2328720093,Pittsburgh International,PA,40.4914665222,2980,Chicago,Pittsburgh
CMH-SYR,Comair Inc.,CANADAIR,412,NY,-76.1063079834,Syracuse-Hancock Intl,43.1111869812,-82.8918838501,Port Columbus Intl,OH,39.9979858398,1,Syracuse,Columbus
ORD-PIT,Mesa Airlines Inc.,CANADAIR,412,PA,-80.2328720093,Pittsburgh International,40.4914665222,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,9,Pittsburgh,Chicago
ORD-PIT,Mesa Airlines Inc.,BOMBARDIER INC,412,PA,-80.2328720093,Pittsburgh International,40.4914665222,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,131,Pittsburgh,Chicago
ORD-PIT,American Eagle Airlines Inc.,EMBRAER,412,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-80.2328720093,Pittsburgh International,PA,40.4914665222,1969,Chicago,Pittsburgh
OTH-SFO,Skywest Airlines Inc.,EMBRAER,412,OR,-124.246025085,North Bend Muni,43.417137146,-122.374839783,San Francisco International,CA,37.6190032959,686,North Bend,San Francisco
ORD-PIT,United Air Lines Inc.,AIRBUS,412,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-80.2328720093,Pittsburgh International,PA,40.4914665222,781,Chicago,Pittsburgh
ORD-PIT,Skywest Airlines Inc.,BOMBARDIER INC,412,PA,-80.2328720093,Pittsburgh International,40.4914665222,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,503,Pittsburgh,Chicago
CVG-RIC,Comair Inc.,BOMBARDIER INC,413,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-77.3196640015,Richmond International,VA,37.5051651001,1083,Covington,Richmond
